author,collection_date,publication,title,sentiment,tokens
,2024-04-09,CNBC,,0.0,['nan']
,2024-04-09,CNBC,"Singapore tech salaries mostly fell in 2023, but these jobs saw wages jump",0.983,"['singapore', 'tech', 'salary', 'singapore', 'mostly', 'fell', 'amid', 'tech', 'downturn', 'certain', 'role', 'including', 'data', 'science', 'cybersecurity', 'saw', 'wage', 'jump', 'according', 'job', 'saw', 'highest', 'wage', 'increase', 'yearonyear', 'data', 'scientist', 'system', 'analyst', 'cybersecurity', 'engineer', 'quality', 'assurance', 'report', 'compiled', 'tech', 'salary', 'aggregator', 'nodeflair', 'took', 'account', 'salary', 'data', 'point', 'including', 'pay', 'slip', 'offer', 'letter', 'job', 'advertisement', 'different', 'country', 'company', 'size', 'industry', 'nodeflair', 'surge', 'compensation', 'data', 'scientist', 'attributed', 'rising', 'interest', 'generative', 'ai', 'saw', 'ai', 'boom', 'fueled', 'data', 'scientist', 'role', 'experiencing', 'significant', 'increase', 'average', 'salary', 'indicating', 'deliberate', 'investment', 'company', 'attract', 'retain', 'top', 'talent', 'report', 'added', 'singapore', 'line', 'launching', 'report', 'salary', 'cybersecurity', 'engineer', 'rose', 'result', 'cyber', 'attack', 'asiapacific', 'organization', 'prioritising', 'cybersecurity', 'measure', 'asiapacific', 'thirdmost', 'targeted', 'region', 'malware', 'phishing', 'top', 'incident', 'according', 'ibms', 'broadly', 'industry', 'level', 'tech', 'salary', 'dropped', 'tech', 'funding', 'asia', 'fell', 'nodeflair', 'report', 'line', 'global', 'tech', 'funding', 'downturn', 'compensation', 'software', 'engineer', 'singapore', 'fell', 'average', 'compared', 'blockchain', 'engineer', 'salary', 'declined', 'mirroring', 'crypto', 'winter', 'triggered', 'global', 'macro', 'uncertainty', 'resulted', 'company', 'expected', 'leverage', 'crossborder', 'remote', 'hiring', 'amid', 'talent', 'crunch', 'save', 'cost', 'step', 'tech', 'industry', 'grapple', 'talent', 'challenge', 'amidst', 'rise', 'generative', 'ai', 'financial', 'prudence', 'ethan', 'ang', 'ceo', 'cofounder', 'nodeflair', 'report']"
,2024-04-09,CNBC,Sachem Head’s Andy Stafman joins Twilio’s board. Here’s how he may help grow margins,0.998,"['article', 'business', 'stock', 'market', 'value', 'percentage', 'ownership', 'average', 'cost', 'activist', 'commentary', 'march', 'sachem', 'head', 'twilio', 'twilio', 'comprised', 'main', 'business', 'unit', 'communication', 'account', 'approximately', 'revenue', 'segment', 'account', 'revenue', 'company', 'considered', 'industry', 'gold', 'standard', 'communication', 'infrastructure', 'providing', 'messaging', 'voice', 'email', 'solution', 'customer', 'twilio', 'went', 'public', 'problem', 'solely', 'lack', 'growth', 'twilio', 'still', 'growing', 'per', 'bigger', 'problem', 'despite', 'level', 'revenue', 'billion', 'company', 'never', 'come', 'close', 'profitable', 'ok', 'hypergrowth', 'company', 'company', 'normal', 'growth', 'must', 'show', 'profitability', 'attract', 'investor', 'part', 'problem', 'inordinate', 'amount', 'stockbased', 'compensation', 'twilio', 'pay', 'million', 'leading', 'operating', 'loss', 'million', 'partly', 'cause', 'company', 'share', 'count', 'doubling', 'approximately', 'million', 'share', 'million', 'share', 'several', 'sign', 'company', 'heading', 'right', 'direction', 'prior', 'sachem', 'head', 'appointment', 'board', 'stockbased', 'compensation', 'declined', 'billion', 'twilio', 'substantially', 'reduced', 'headcount', 'cutting', 'employee', 'past', 'moreover', 'twilios', 'cofounder', 'former', 'ceo', 'jeff', 'lawson', 'resigned', 'primary', 'value', 'creator', 'margin', 'improvement', 'company', 'nearest', 'publicly', 'traded', 'peer', 'sinch', 'smaller', 'lower', 'quality', 'business', 'built', 'smaller', 'twilio', 'competitor', 'generated', 'positive', 'operating', 'profit', 'net', 'income', 'several', 'year', 'negligible', 'stockbased', 'compensation', 'twilio', 'able', 'better', 'company', 'demonstrated', 'good', 'intent', 'lot', 'right', 'thing', 'already', 'still', 'plenty', 'upside', 'potential', 'margin', 'expansion', 'reduction', 'stockbased', 'compensation', 'situation', 'activist', 'management', 'likeminded', 'led', 'quick', 'quiet', 'settlement', 'rather', 'public', 'proxy', 'fight', 'march', 'sachem', 'head', 'received', 'board', 'seat', 'andy', 'j', 'stafman', 'partner', 'sachem', 'head', 'agreed', 'withdraw', 'notice', 'shareholder', 'proposal', 'nomination', 'candidate', 'election', 'board', 'annual', 'meeting', 'always', 'great', 'activism', 'engagement', 'activist', 'go', 'board', 'help', 'management', 'execute', 'plan', 'agree', 'opposed', 'convincing', 'management', 'activist', 'plan', 'better', 'believe', 'stafman', 'valuable', 'asset', 'twilio', 'overseeing', 'margin', 'expansion', 'plan', 'expect', 'hold', 'management', 'accountable', 'fail', 'additionally', 'think', 'strong', 'possibility', 'twilio', 'get', 'topline', 'growth', 'market', 'intelligence', 'data', 'provider', 'gartner', 'idc', 'still', 'project', 'industry', 'growth', 'rate', 'mid', 'highteens', 'market', 'leader', 'twilio', 'high', 'end', 'range', 'finally', 'sachem', 'head', 'activist', 'actively', 'engaged', 'twilio', 'ken', 'squire', 'founder', 'president', 'monitor', 'institutional', 'research', 'service', 'shareholder', 'activism', 'founder', 'portfolio', 'manager', 'activist', 'fund', 'mutual', 'fund', 'invests', 'portfolio', 'activist', 'investment', 'twilio', 'owned', 'fund']"
,2024-04-09,Zerohedge,Here's How Goldman Sees 2024 Election Playing Out,0.0,['onvehoauenciaephavlacbqdxnihnldmvuigvbnrocybbybnbybizwzvcmugdghlidiwmjqgvvmgzwxlyrpbsigegbgignhbibjagfuzuglsbwyxjawnbgfybhkgdhlbibpdcbjblcybbybzdluzybzdgfzsbiyxrbgvzihroyxqgybgqgdglwihrozsbzyfszxmgawgzmfbigbygzwlagvyighamyihbhcnrljwvcdkcjxwpjxhigrhdgetawhzutzxhzxjuywwtahjlzjiiibkyxrhlwltywdllwhyzwyiizmymawxlcypbmxpbmutawhzvzlrydwwjtiwdiuymgjpzgvuxzauslbhplbsagjsblnudugiigrhdgetbgluayvchrpbijaiighyzwyiizmymawxlcypbmxpbmutawhzvzlrydwwjtiwdiuymgjpzgvuxzauslbhplbsagjsblnudugipjxwawndxjlpjxpbwcgzgfyslbnrpdhktdhlwztizmlszsigzgfyslbnrpdhktdxvpzdizdaymjcmditywmxnsyzylwiyyzetmjinzbhmwzmndqxiibkyxrhlxjlcbvbnnpdmutawhzutcrbguimlubgluzvpbwfnzxmiighlawdoddimjkiibawradintawiibjbgfzcziawsawllwltywdlcybpbwfnzszdhlszspbmxpbmutawhzvziibzcmmimhdhbzoivyxnzzxrzlnplcmozwrnzsjbvcznmcywdwjsawmvcrbgvzllubgluzvpbwfnzvtbjpbguvchvibgljllubgluzspbwfnzxmvdhjbxalmjbjtiwymlkzwfmckuecaxrvazoymxuuscigywxpsiiihrcgvvzjizmhzjpjbwfnzsiglzlbpyrcmupchpjwvcdkcjxwpkxvbtpbmcgyxqgdghligncnjlbnqgcrhdgugbygdghligvszwnawulcbhbxkbwfujmgqwxlyybqaglsbglwcybhbmqgvgltietydxbhighhdmugdgfrzwgywgawtzgvwdgggbgvaybhdcbagfjmgawgcgxhesgkgzbgwgpgegahjlzjiahrchmlydcuzhjvcgjvecjbvchjldmlldmvqvycmvudcymdilfwcmlslfwcialdvbgrtywvvvmgrwxlyrpbgtwuaxrvcibbchjpbcaifvwzgfzsaoughpbgxpchnfsjcgepkdeplnbkziicgrmigfywlsywjszsbbybwcmmzxnzawuywwgcvicnyawjlcnmleigluihrozsbcvhbcbwbgfjzsklacgocdcrybnpldoaxrliehvdxnlpczdhjvbmcpcwpgokphavhpbguguhjlclkzwiejpzgvuihryywlscybmbjtzxiguhjlclkzwifrydwwigjigfybvuzcayjsbpbibuyxrpbhbcbwbxscybhbmqgmyugawgdghlihnawnihnyxrlcybtbnigxpavsesbbybwcmawrlihdpbmpbmcgzwxlyrvcmfsihzvdgvzlcacrybnpnbyzwrpyrpbgbwfyavczwvcrybnpiaodhpbgugpgegahjlzjiahrchmlydcuemvybhlzgdllmnvbswbxpdgljywwvyxjllwjpzgvulwjvbnzxjzlwhbmlwdwxhdgluzywcmvkawnaxqtbwfyavlwvszwnawuijwbrlbnrpywxsesbtywpchvsyxrlzdwvytpihnobcgcmzhsesbldmvuigkzhmgymvdvlbibagugdhdvignhbmrpzgfzxmupcwpgokphapgegzgfyspbwfnzslehrlcmhbcocmvmpsiiigrhdgetawhzutahjlzjilmzlzpbgvzllubgluzspbwfnzxmvymlkzwlmjbcmfpbhmuslbhplbsandehhzouoiigrhdgetbgluayvchrpbijaiighyzwyiizmymawxlcypbmxpbmutawhzvzljpzgvujtiwdhjhawxzlkpqrzpdgrpwpehhczlkijcgljdhvyztawnigrhdgetzwaxrlxrcguimzpbguiigrhdgetzwaxrlxvawqimqytcxmdbkltayyzutndgziogewlwexnwvimtkotcwnsigzgfysyzxnwbzaxzllwltywdllxnewxlpsjpbmxpbmvfawhzvziibozwlnahqijmyncigdlkdggijuwmcigyxhcmimlubgluzspbwfnzxmgawhzutcrbgutawsawllwltywdlcyigcjjpsjodhrwczovlfzcvcyzxjvagvkzuuytlmzznmtchvibgljlnewxlcypbmxpbmvfawhzvfbwiawxllbymxpyypbmxpbmutawhzvzljpzgvujtiwdhjhawxzlkpqrzpdgrpwpehhczlkiibhbhqiiigdhlwzwmpsjmbfmokltywdliiavpjwvcgljdhvyztlepcwpgokpgjsbnrcxvvdgucjxwpjxlbtcrybnpldoyxqgagfzignoywnzwqlncmuzziejpzgvuoczcybzbglnahqgzfpbnmgagfzsbszxzlbgxlzcbvzmygctzxdoyxqgawgcdpbmcgcrhdgugcgsbgluzybhdmvyywdlcybvdmvyihrozsbwyxnidewigrhexmuifnvbwugchjlzgljdglvbibtyxjrzxrzihbdcbcawrlbibzbglnahrsesbhagvhzcbvzibucnvtccbmbigdghligzpcnnihrpbwugcluyugdghlihnwzwnpywwgybnnlbcbyzxbvcnqgbgdghliejpzgvuigrvyvtzwcybyxmgcmvszwfzzwqgawgrmvicnvhcnkuifncmuzybwbxscybvdmvyihrozsbsyxnihdlzwsgkguuzysiehcnfzxrzstujtigfuzcbcbgvbwjlcmcvtwybmluzybdbzdwxksbwcmiywjsesbjbcmlidxrlzcwgphncmuzzhcybkawqgzmfkawnihvuyvydgfpbnrihroyxqgqmlkzwgdlsbcbizsbagugrgvtbnyyxrpyybubpbmvlpczdhjvbmcljwvzwpcwpgoljsbnrcxvvdgucgocdysbkyxrhlwltywdllwvdgvybmfslwhyzwyiiigzgfyspbwfnzsocmvmpsivczmvzmlszxmvawsawllwltywdlcyizmmjixlmpwzzpdgrpwfjzmmrlhuiibkyxrhlwxpbmstbbawupsiwiibocmvmpsivczmvzmlszxmvawsawllwltywdlcyizmmjixlmpwzzpdgrpwfjzmmrlhuijcgljdhvyztawnigrhdgetzwaxrlxrcguimzpbguiigrhdgetzwaxrlxvawqijyxzwfjntaltayytqtngfimymgilwiyzjmmdjmndyniigzgfysyzxnwbzaxzllwltywdllxnewxlpsjpbmxpbmvfawhzvziibozwlnahqijmwncigdlkdggijuwmcigyxhcmimlubgluzspbwfnzxmgawhzutcrbgutawsawllwltywdlcyigcjjpsjodhrwczovlfzcvcyzxjvagvkzuuytlmzznmtchvibgljlnewxlcypbmxpbmvfawhzvfbwiawxllbymxpyypbmxpbmutawhzvzljmbtqymjeuanbnplbsywnmyzvgwfqiigfsddiiibexblbyimzvywyswhzuiicpcwawndxjlpjwvytlacgocdysbkyxrhlwltywdllwvdgvybmfslwhyzwyiiigzgfyspbwfnzsocmvmpsivczmvzmlszxmvawsawllwltywdlcyhchbybzhbcuymgdhawzlkpqrzpdgrptzoblrqmdfiibkyxrhlwxpbmstbbawupsiwiibocmvmpsivczmvzmlszxmvawsawllwltywdlcyhchbybzhbcuymgdhawzlkpqrzpdgrptzoblrqmdfijcgljdhvyztawnigrhdgetzwaxrlxrcguimzpbguiigrhdgetzwaxrlxvawqijjmztqyzgizltrjnetngmmsmjeylwiwmdnlogqnjkmiigzgfysyzxnwbzaxzllwltywdllxnewxlpsjpbmxpbmvfawhzvziibozwlnahqijimyigdlkdggijuwmcigyxhcmimlubgluzspbwfnzxmgawhzutcrbgutawsawllwltywdlcyigcjjpsjodhrwczovlfzcvcyzxjvagvkzuuytlmzznmtchvibgljlnewxlcypbmxpbmvfawhzvfbwiawxllbymxpyypbmxpbmutawhzvzlfwchjvdmfsjtiwzfpbnmuslbhplbsnkuvgowmxuiigfsddiiibexblbyimzvywyswhzuiicpcwawndxjlpjwvytlacgocdxagfjmgbwyzswgbgqxbylialcbobybmywjlbhmgywubvuyvkihroyxqgdghlesbawxsigvdcbydwgysazcmqgcgfydhkgchjlclkzwawfsignhbmrpzgfzswgdhpyggdbgqgagfzsbodxjiejpzgvuljwvcdkcjxwpjxhigrhdgetawhzutzxhzxjuywwtahjlzjiiibkyxrhlwltywdllwhyzwyiizmymawxlcypbmxpbmutawhzvzljpzgvujtiwdhjhawxzmskuecaxrvazonrjdkbyigzgfyssawrlwwdglvbjimcigahjlzjilmzlzpbgvzllubgluzspbwfnzxmvymlkzwlmjbcmfpbhmxlkpqrzpdgrpwgvgntxhvijcgljdhvyztawnigrhdgetzwaxrlxrcguimzpbguiigrhdgetzwaxrlxvawqimmogyxmtylwuxymqtndaxmiztdjltynjinmewniyziigzgfysyzxnwbzaxzllwltywdllxnewxlpsjpbmxpbmvfawhzvziibozwlnahqijmyosigdlkdggijuwmcigyxhcmimlubgluzspbwfnzxmgawhzutcrbgutawsawllwltywdlcyigcjjpsjodhrwczovlfzcvcyzxjvagvkzuuytlmzznmtchvibgljlnewxlcypbmxpbmvfawhzvfbwiawxllbymxpyypbmxpbmutawhzvzljpzgvujtiwdhjhawxzmskuecaxrvazonrjdkbyigywxpsiiihrcgvvzjizmhzjpjbwfnzsiglzlbpyrcmupchpjwvcdkcjxwplroyxqgcfpzcwgbrozxigdghpcmqtcgfydhkgyfuzglkyxrlcybhcmugphncmuzztzwfuawnznvsbhkgawwywnawnihbvbgxpbmcspczdhjvbmcigfuzcbjbawzsbbybizwlzmlifrydwwihrvihrozsbdwligmidiligyihnvighdglvbmfsbhksigfuzcaxjsbpbibtbnihnawnihnyxrlcylacgocdysbkyxrhlwltywdllwvdgvybmfslwhyzwyiiigzgfyspbwfnzsocmvmpsivczmvzmlszxmvawsawllwltywdlcyzcmqlmjbzdluzykuecaxrvazjuktjakwdcigzgfyssawrlwwdglvbjimcigahjlzjilmzlzpbgvzllubgluzspbwfnzxmvmjkjtiwcdpbmcuslbhplbssvjlyppvnqipjxwawndxjlpjxpbwcgzgfyslbnrpdhktdhlwztizmlszsigzgfyslbnrpdhktdxvpzdimtqzogrhytatzjrlyymzmlwewntctyzjmmwzjmmnhzjeiibkyxrhlxjlcbvbnnpdmutawhzutcrbguimlubgluzvpbwfnzxmiighlawdoddimzeiibawradintawiibjbgfzcziawsawllwltywdlcybpbwfnzszdhlszspbmxpbmutawhzvziibzcmmimhdhbzoivyxnzzxrzlnplcmozwrnzsjbvcznmcywdwjsawmvcrbgvzllubgluzvpbwfnzvtbjpbguvchvibgljllubgluzspbwfnzxmvmjkjtiwcdpbmcuslbhplbssvjlyppvnqiigfsddiiibexblbyimzvywyswhzuiicpcwawndxjlpjwvytlacgocdcrybnplnlbmfztwvcrybnpjwvcdkcjxwpjxzdhjvbmcvghligjhdhrszsbmbigdghlifnlbmfzsbhchblyxjzihrvigzhdmyihrozsbszxbymxpyfucywgpczdhjvbmcdlacbezwvyjhdhmgzgvmzwkawnihnlyxrzphncmuzzgpczdhjvbmcawgbmigubhkgumvwdwjsawnhbiszwfuawnihnyxrlcybzdwnoigfzifdlcqgvmlyzluawesievbnrhbmesigfuzcbpaglvigjdcbhbhnvigluigbwvybvzihnawnihnyxrlcygvghlihbyzwrpyrpbgbwfyavcybhcmugyvycmvudgxigluzgljyxrpbmcgphncmuzzhidcjsbjagfuyugbygysbszxbymxpyfuighamyaxrigluihrozsbtzwhdgulncmuzzsighpzhsawdodgluzybagugyhhbgxlbmdlcybezwvyjhdhmgzmfjzsbpbibyzxrhawpbmcgyudhjvbclacgoymxvytxdwztkphapgvtpjxzdhjvbmcvhhdcboyxmgyhhbmdlzdwvcrybnpjogvhdvigrldmvsbbtzwcybaglzihdlzwsgdvyzsbtaxhlzcbmbigcgfydhkgyudhjvbcgswgumvwdwjsawnhbnpigjkgzmfbisidxzdhjvbmcdghlienvbsgugsaxrpyfsifjlcgyddwvcrybnpukalgegdlkzwxigzvbgxvdvkigvszwnawuigfuywxclzigzpcmigjqcrybnpnnoawzzwqgtmvywrhigzybgocctgvhbibezwvyjhdokansbbydigjxubnzifvwocdpczdhjvbmclibovibqblucybnvcwgtgsigfuzcbbwibhcydigjxubnzifvwckansbhbmqgywxsigzvdxigyxjlierlbwjcmfawmtagvszcgtwvhbndoawxllcacrybnpnblcmnlchrpbzigmierlbwjcmfawmgchjvcblyrzigluieoawgagfzsbjbawzwqgdggawwcmztwvcrybnpiwgdlacbwcmvkawnawuighcmtldhmgchvdluzybybvnagxigvzwgbrkcybagfierlbwjcmfcybobxkihrozsbzzwflcbccaxnxbwihnpbmnlifjlchvibgljywzigvbwluyxrlzcbczxjuawugtwyzwvlibccmbibpcybszwfkawnigluigfuigfzxjhzugbygcmvjzwihbvbgxzigjigfybvuzcachagkfrydwwigxlywrzigluieoawgynkgmtbwcckupclbtlacjwvymxvytxdwztkcjxwpkrlbwjcmfcybjdxjyzwbhkgagszcamsbtzwhdgugcvhdhmsigluyxzgluzyazigluifjlchvibgljywtbgvhbmluzybzdgfzxmuifdpdggguvulibkbugtwfuyhpbiaorcxvikgcmvaxjpbmcsidxzdhjvbmcdghlcmuncybhbibvcgvuihnlyxqgawgysbozwfawxifjlchvibgljywgcrhdgugpczdhjvbmcdhpyggysbszxbymxpyfuiglzihdpzgvsesblehblyrlzcbbybawglsbywtpbmcgumvwdwjsawnhbnmgdggntagcvhdhmuifrozsbyywnlcybpbiacrybnpkoawgywkievbnrhbmelncmuzzgyxjligyggbwyzsbjbwzxrpdglzswgdlacbpbmnbwjlbnrzighcnjvdxigxlywrpbmcgawgcmvjzwihbvbgxpbmcuieagvyierlbwjcmfawmgcvhdhmgdxagzmyihjlzwxlyrpbgawgcdpbmctcrhdgvzihroyxqgyvycmvudgxihnobcgbmfycmierlbwjcmfawmgbgvhzhmgawjbhvkzsbnawnoawdhbiwgtmvywrhlcbqzwuclsdmfuawesifdpcnvbnnpbiwgywkiefyaxpvbmeupcwpgokphapgvtpjxhigrhdgetawhzutzxhzxjuywwtahjlzjiiibkyxrhlwltywdllwhyzwyiizmymawxlcypbmxpbmutawhzvzltlesuymhnlbmfzskuecaxrvazbxhyeghsdcigzgfyssawrlwwdglvbjimcigahjlzjilmzlzpbgvzllubgluzspbwfnzxmvavjtiwcvuyxrllkpqrzpdgrpuffehjafjijcgljdhvyztawnigrhdgetzwaxrlxrcguimzpbguiigrhdgetzwaxrlxvawqijkwmgnhzgeylwrmyjitndcyncodiltvjnmuxngmngmxyiigzgfysyzxnwbzaxzllwltywdllxnewxlpsjpbmxpbmvfawhzvziibozwlnahqijqwmsigdlkdggijuwmcigyxhcmimlubgluzspbwfnzxmgawhzutcrbgutawsawllwltywdlcyigcjjpsjodhrwczovlfzcvcyzxjvagvkzuuytlmzznmtchvibgljlnewxlcypbmxpbmvfawhzvfbwiawxllbymxpyypbmxpbmutawhzvzltlesuymhnlbmfzskuecaxrvazbxhyeghsdcigywxpsiiihrcgvvzjizmhzjpjbwfnzsiglzlbpyrcmupchpjwvzwpcwpgokphaphncmuzzibvzztwvcrybnpjwvcdkcjxwplrozsbibvzzsbvzibszxbyzxnlbnrhdglzxmsignoyxjhyrlcmlzwqgynkgaxrzighcnjvdybkaxzpclvbiwgphncmuzzpcybzzxqgdggcmvtywluigegzmllcmnlbhkgyudgvzdgvkigjhdhrszwdybvuzdwvcrybnpigvxbjbpbmcgcblylhbcblbgvjdglvbnmgywkigegbmfawuywwgzvuzxjpyybiywxsbqgcgsbcbagfihnobdzphncmuzzgywgywxtbnigrlywqgagvhdcbizxrzwvuihrozsbdgcgfydgllczwvcrybnpibbmrlcnnjbjlihrozsbjbwzxrpdglzsbzyvuyxjpbyguryyxrlzljighbmvdmvycybiesbwbxpdgljywwgzmlndxjlcybhbmqgdghligdgnvbwvzigmihrozxnlihjhyvzignvdwxkihnpzpzmljywbhkgawmbhvlbmnlihrozsbiywxhbmnligmihbvdvyljwvcdkcjxibgjafbrlpgocdzwphncmuzzxagfighhcybjagfuzvkoialncmuzzbihnwzwnpywwgzwxlyrpbgdlsbcbizsbozwxkiefwcigmzagdggcmvwbgfjzsbhihjlyvudgxihjldglyzwqgrgvtbnyyxqsigxpavsesbywtpbmcgdghliehvdxnlihnlyxqgbwfyzluigzybgmjeifivmjezieqgdggmjeifivmjeiequifnlcgfyyxrlbhksifnwzwfrzxigphncmuzzkbhucuichsluxbksbzdglsbcbmywnlcybhihbvdgvudglhbcdigjxtbrpbgdggdmfjyxrllokantwvcrybnpibidxqgdghlcmugaxmgbmgawtzwrpyxrlihzvdguuiepvagzbgagfzihnhawqgphncmuzzozsbawxsigjyawnifvrcmfpbmugywlkihrvigegdmzsbaglzigvbnrolcbagljacbjbvszcbcmlnzvyigegdmzsbvbiboaxmgcmvtbzhbcwlncmuzzgynviglignvdwxkigfscgcgvycvhzgugrgvtbnyyxrzihrvihbybzpzgugdghlihzvdgvzihroyxqgywxsbcgagltihrvihjlbwfpbibzcgvhavyljwvzwpcwpgoljsbnrcxvvdgucgocdcrybnpkzxjhbgwlncmuzzsihdozwgaxqgytzxmgdggdhldghlcibwzwwbgugzvuzxjhbgxihdhbnqgphncmuzzszxbymxpyfucybvcibezwvyjhdhmgawgbzmawnlpczdhjvbmclcbwbxsawniglzigfsbwzdcbawvklibbynvcmrpbmcgdggrszghbiwgdghpcybwbxsighhcybnzwlcmfsbhkgymvlbibhigdvbqgchjlzgljdgyigmighamyihnoawzcybpbibzzwawlbnqsigjdcbpcybszxnzihvzzwzbcbpbibwcmvkawnawnignvbnrybwgawgyxvcugzwxlyrpbzlibxbwihdvbxaupcwpgokphapgegzgfyspbwfnzslehrlcmhbcocmvmpsiiigrhdgetawhzutahjlzjilmzlzpbgvzllubgluzspbwfnzxmvzvuzxjplkpqrzpdgrpwfcfbtxpviibkyxrhlwxpbmstbbawupsiwiibocmvmpsivczmvzmlszxmvawsawllwltywdlcynzwlcmkuslbhplbsbvwugfwmipjxwawndxjlpjxpbwcgzgfyslbnrpdhktdhlwztizmlszsigzgfyslbnrpdhktdxvpzdimjczdkxmmtmqmsyzcwltkzjmtytiztiyyniotbmiibkyxrhlxjlcbvbnnpdmutawhzutcrbguimlubgluzvpbwfnzxmiighlawdoddimzixiibawradintawiibjbgfzcziawsawllwltywdlcybpbwfnzszdhlszspbmxpbmutawhzvziibzcmmimhdhbzoivyxnzzxrzlnplcmozwrnzsjbvcznmcywdwjsawmvcrbgvzllubgluzvpbwfnzvtbjpbguvchvibgljllubgluzspbwfnzxmvzvuzxjplkpqrzpdgrpwfcfbtxpviibhbhqiiigdhlwzwmpsjmbfmokltywdliiavpjwvcgljdhvyztlepcwpgokphaqwkigfjyyzgluzybbybwcmvkawnawuighcmtldhmsidxzdhjvbmcdghlcmuncybhiduwlzuwignoywjzsbizxrzwvuiejpzgvuigfuzcbucnvtccwgysansugdghliedpucbawxsignvbnrybwgdghlifnlbmfzswgywkigegntulignoywjzsbezwvyjhdhmgdlsbcbjbcmsihrozsbibvzzsalncmuzzmbxsbdpbmcgdghlidiwmjqgzwxlyrpbupcwpgokphapgegzgfyspbwfnzslehrlcmhbcocmvmpsiiigrhdgetawhzutahjlzjilmzlzpbgvzllubgluzspbwfnzxmvchjlzgljdglvbnmuslbhplbssjpraciigrhdgetbgluayvchrpbijaiighyzwyiizmymawxlcypbmxpbmutawhzvzlbyzwrpyrpbzlkpqrzpdgrputiaudfdwgtijcgljdhvyztawnigrhdgetzwaxrlxrcguimzpbguiigrhdgetzwaxrlxvawqijflmmjhmjazlwenjatndhloszwelwjjzmqzdeotcmyigzgfysyzxnwbzaxzllwltywdllxnewxlpsjpbmxpbmvfawhzvziibozwlnahqijmymsigdlkdggijuwmcigyxhcmimlubgluzspbwfnzxmgawhzutcrbgutawsawllwltywdlcyigcjjpsjodhrwczovlfzcvcyzxjvagvkzuuytlmzznmtchvibgljlnewxlcypbmxpbmvfawhzvfbwiawxllbymxpyypbmxpbmutawhzvzlbyzwrpyrpbzlkpqrzpdgrputiaudfdwgtiibhbhqiiigdhlwzwmpsjmbfmokltywdliiavpjwvcgljdhvyztlepcwpgo']
,2024-04-09,CNBC,"Stocks making the biggest moves premarket: Tesla, Take-Two Interactive, BJ's Wholesale, Boeing and more",0.0,['nan']
,2024-04-09,CNBC,"Stocks making the biggest moves premarket: Micron Technology, 3M, AT&T, Delta Airlines and more",0.0,['nan']
